439	621
440	618
441	209
442	248
443	469
444	572
445	577
446	796
447	604
448	474
449	686
450	559
451	318
452	624
453	811
454	756
455	569
456	419
457	315
458	886
459	657
460	274
461	349
462	878
463	810
464	652
465	904
466	207
467	196
468	259
469	456
470	748
471	385
472	751
473	729
474	770
475	899
476	779
477	769
478	742
479	505
480	543
481	455
482	824
483	495
484	278
485	340
486	696
487	635
488	622
489	822
490	611
491	268
492	415
493	829
494	290
495	188
496	449
497	550
498	246
499	381
500	818
501	551
502	252
503	405
504	894
505	486
506	645
507	549
508	678
509	512
510	297
511	270
512	870
513	467
514	539
515	484
516	517
517	639
518	776
519	739
520	844
521	829
522	383
523	275
524	168
525	531
526	773
527	170
528	502
529	392
530	374
531	684
532	513
533	699
534	909
535	611
536	613
537	833
538	785
539	803
540	783
541	922
542	809
543	675
544	781
545	761
546	755
547	768
548	634
549	702
550	679
551	232
552	894
553	139
554	831
555	217
556	234
557	386
558	217
559	695
560	623
561	352
562	523
563	652
564	212
565	594
566	896
567	373
568	428
569	701
570	266
571	700
572	143
573	187
574	831
575	712
576	536
577	355
578	681
579	685
580	700
581	745
582	269
583	738
584	551
585	657
586	637
587	827
588	674
589	377
590	360
591	826
592	695
593	306
594	760
595	889
596	701
597	564
598	799
599	829
600	205
601	254
602	582
603	457
604	219
605	803
606	676
607	725
608	334
609	231
610	650
611	531
612	383
613	413
614	738
615	820
616	567
617	325
618	826
619	779
620	238
621	408
622	688
623	479
624	830
625	742
626	657
627	496
628	492
629	546
630	520
631	494
632	596
633	463
634	210
635	537
636	453
637	699
638	741
639	659
640	688
641	166
642	766
643	304
644	785
645	939
646	323
647	762
648	777
649	779
650	690
651	331
652	814
653	830
654	655
655	659
656	614
657	441
658	601
659	868
660	725
661	594
662	497
663	763
664	539
665	404
666	729
667	360
668	623
669	203
670	464
671	345
672	529
673	416
674	858
675	661
676	915
677	810
678	766
679	219
680	298
681	242
682	317
683	805
684	922
685	697
686	760
687	397
688	796
689	813
690	448
691	754
692	472
693	489
694	733
695	576
696	824
697	294
698	657
699	594
700	953
701	298
702	587
703	349
704	425
705	772
706	558
707	714
708	429
709	550
710	722
711	463
712	415
713	418
714	570
715	216
716	911
717	595
718	430
719	991
720	467
721	562
722	328
723	657
724	222
725	706
726	603
727	632
728	466
729	680
730	904
731	328
732	569
733	714
734	886
735	788
736	284
737	390
738	911
739	253
740	620
741	413
742	610
743	360
744	612
745	616
746	548
747	832
748	716
749	762
750	414
751	738
752	184
753	675
754	559
755	646
756	729
757	619
758	365
759	506
760	533
761	127
762	775
763	407
764	346
765	659
766	777
767	186
768	532
769	137
770	676
771	947
772	258
773	612
774	363
775	849
776	545
777	376
778	626
779	374
780	257
781	716
782	707
783	790
784	859
785	644
786	758
787	689
788	691
789	545
790	710
791	861
792	658
793	634
794	837
795	706
796	659
797	711
798	352
799	123
800	231
801	681
802	470
803	405
804	582
805	271
806	380
807	824
808	686
809	668
810	886
811	468
812	905
813	798
814	399
815	592
816	715
817	886
818	839
819	627
820	358
821	760
822	376
823	673
824	280
825	480
826	342
827	767
828	532
829	916
830	345
831	499
832	293
833	637
834	563
835	298
836	780
837	655
838	459
839	933
840	752
841	395
842	653
843	591
844	434
845	651
846	889
847	797
848	759
849	145
850	652
851	624
852	788
853	536
854	363
855	231
856	569
857	537
858	364
859	788
860	361
861	854
862	415
863	505
864	871
865	812
866	771
867	752
868	388
869	665
870	764
871	655
872	651
873	858
874	453
875	250
876	554
877	285
878	539
879	830
880	212
881	801
882	315
883	251
884	731
885	876
886	363
887	715
888	219
889	332
890	186
891	578
892	752
893	245
894	409
895	264
896	470
897	548
898	432
899	747
900	336
901	912
902	573
903	558
904	630
905	624
906	709
907	503
908	772
909	848
910	462
911	507
912	712
913	618
914	474
915	700
916	321
917	834
918	630
919	176
920	774
921	551
922	729
923	728
924	930
925	477
926	597
927	214
928	822
929	675
930	134
931	127
932	422
933	268
934	737
935	244
936	211
937	759
938	414
939	671
940	375
941	562
942	329
943	600
944	429
945	614
946	841
947	349
948	858
949	647
950	791
951	502
952	283
953	195
954	558
955	585
956	697
957	867
958	856
959	829
960	657
961	280
962	700
963	748
964	527
965	702
966	585
967	842
968	360
969	987
970	776
971	802
972	819
973	767
974	295
975	703
976	651
977	816
978	379
979	332
980	680
981	721
982	757
983	804
984	561
985	310
986	395
987	810
988	709
989	802
990	467
991	742
992	318
993	522
994	425
995	910
996	715
997	897
998	514
999	280
